pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4201 b,TOI-4201,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230707329G/abstract target=ref>Gan et al. 2023</a>,3.58191940,0.00000110,-0.00000110,0,0.040000,0.001000,-0.001000,0,13.675,0.448,-0.448,0,1.220,0.040,-0.040,0,788.21445,28.60456,-28.60456,0,2.48000,0.09000,-0.09000,0,Mass,0.041000,0.015000,-0.015000,0,45.20,3.20,-3.20,0,725,20,-20,0,0,<a refstr=GAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230707329G/abstract target=ref>Gan et al. 2023</a>,M1.0+/-0.5,3794.00,79.00,-79.00,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,0.520,0.080,-0.080,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h01m53.93s,90.4747237,-13d27m40.94s,-13.4613710,189.0110000,0.9885000,-0.9885000,15.1630000,0.0800000,-0.0800000,11.3680000,0.0250000,-0.0250000,14.5001000,0.0004410,-0.0004410,2023-09-19,2023-07,2023-09-19
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,5.19672000,0.00049000,-0.00049000,0,0.056000,0.001800,-0.001800,0,2.680,0.190,-0.180,0,0.239,0.017,-0.016,0,7.17000,0.66000,-0.66000,0,0.02256,0.00208,-0.00208,0,Mass,0.163000,0.082000,-0.071000,0,154.57,10.53,-9.73,0,981,16,-16,0,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.00,78.00,-58.00,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,-0.020,0.050,-0.050,0,[Fe/H],4.49,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2020-10-01,2020-09,2020-10-08
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,16.06819000,0.00035000,-0.00035000,0,0.118900,0.003900,-0.003900,0,5.090,0.160,-0.150,0,0.454,0.014,-0.013,0,16.42000,1.06000,-1.04000,0,0.05166,0.00334,-0.00327,0,Mass,0.152000,0.042000,-0.042000,0,34.32,2.34,-2.16,0,674,11,-11,0,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.00,78.00,-58.00,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,-0.020,0.050,-0.050,0,[Fe/H],4.49,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2020-10-01,2020-09,2020-10-08
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,9.15120100,0.00003600,-0.00003700,0,,,,,2.419,0.119,-0.133,0,0.216,0.011,-0.012,0,,,,,,,,,,,,,,,,,,763,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5243.00,126.00,-126.00,0,0.79,0.05,-0.05,0,0.90,0.11,-0.11,0,,,,,,4.59,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.9320000,0.6420000,-0.6340000,11.2510000,0.0140000,-0.0140000,9.1390000,0.0210000,-0.0210000,10.8645000,0.0002320,-0.0002320,2023-05-26,2023-01,2023-05-26
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.49004700,0.00001000,-0.00000700,0,0.011300,0.000200,-0.000300,0,1.280,0.040,-0.040,0,0.114,0.004,-0.004,0,3.07000,0.35000,-0.35000,0,0.00966,0.00110,-0.00110,0,Mass,0.000000,,,0,,,,,1862,42,-42,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.200,0.050,-0.050,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,0.0312000,-0.0311000,9.1200000,0.0300000,-0.0300000,6.7230000,0.0210000,-0.0210000,8.7917100,0.0005430,-0.0005430,2021-08-16,2021-10,2021-08-16
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,4.84940000,0.00030000,-0.00020000,0,0.052000,0.001000,-0.001000,0,,,,,,,,,2.83000,0.41000,-0.34000,0,0.00890,0.00129,-0.00107,0,Msini,0.000000,,,0,,,,,867,20,-20,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.200,0.050,-0.050,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,0.0312000,-0.0311000,9.1200000,0.0300000,-0.0300000,6.7230000,0.0210000,-0.0210000,8.7917100,0.0005430,-0.0005430,2021-08-16,2021-10,2021-08-16
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103000,0.00002000,-0.00002000,0,0.098000,0.002000,-0.002000,0,3.290,0.090,-0.090,0,0.294,0.008,-0.008,0,9.90000,1.53000,-1.49000,0,0.03115,0.00481,-0.00469,0,Mass,0.000000,,,0,,,,,633,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.200,0.050,-0.050,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,0.0312000,-0.0311000,9.1200000,0.0300000,-0.0300000,6.7230000,0.0210000,-0.0210000,8.7917100,0.0005430,-0.0005430,2021-08-16,2021-10,2021-08-16
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.92230000,0.00015000,-0.00015000,0,,,,,16.813,2.130,-2.130,0,1.500,0.190,-0.190,0,143.02278,28.60456,-28.60456,0,0.45000,0.09000,-0.09000,0,Mass,0.068000,0.079000,-0.079000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,6000.00,100.00,-100.00,0,2.31,0.03,-0.03,0,1.54,0.05,-0.05,0,0.290,0.060,-0.060,0,[Fe/H],3.90,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.1280000,10.7220000,-10.4160000,12.7240000,0.0920000,-0.0920000,10.6300000,0.0280000,-0.0280000,12.4747000,0.0002060,-0.0002060,2022-03-16,2022-03,2022-03-16
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,5.53824980,0.00000570,-0.00000580,0,0.052510,0.000110,-0.000110,0,2.266,0.038,-0.038,0,0.202,0.003,-0.003,0,,,,,,,,,,,,,,26.90,1.10,-1.00,0,634,6,-6,0,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,0.1022000,-0.1022000,12.6690000,0.0570000,-0.0570000,9.0180000,0.0210000,-0.0210000,11.9822000,0.0003820,-0.0003820,2023-02-07,2023-01,2023-02-07
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,10.68871600,0.00001500,-0.00001500,0,0.081400,0.000170,-0.000170,0,2.415,0.043,-0.040,0,0.215,0.004,-0.004,0,,,,,,,,,,,,,,11.18,0.45,-0.44,0,509,5,-5,0,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,0.1022000,-0.1022000,12.6690000,0.0570000,-0.0570000,9.0180000,0.0210000,-0.0210000,11.9822000,0.0003820,-0.0003820,2023-02-07,2023-01,2023-02-07
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,4.37808100,0.00001900,-0.00001900,0,0.057900,0.001000,-0.001100,0,15.110,0.908,-0.908,0,1.348,0.081,-0.081,0,304.16179,28.28673,-27.65107,0,0.95700,0.08900,-0.08700,0,Mass,0.045000,0.053000,-0.032000,0,,,,,,,,,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4974.00,57.00,-57.00,0,3.52,0.15,-0.14,0,1.36,0.08,-0.07,0,0.205,0.038,-0.038,0,[Fe/H],3.39,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m43.79s,164.9324709,-82d13m16.86s,-82.2213501,455.8200000,4.9090000,-4.8080000,11.7070000,0.0520000,-0.0520000,9.1480000,0.0240000,-0.0240000,11.4565000,0.0003640,-0.0003640,2023-11-28,2023-11,2023-11-28
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,30.08364000,0.00005000,-0.00005000,0,0.201000,0.005000,-0.005000,0,11.209,0.224,-0.224,0,1.000,0.020,-0.020,0,95.34852,9.53485,-9.53485,0,0.30000,0.03000,-0.03000,0,Mass,0.150000,0.050000,-0.040000,0,,,,,904,16,-17,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,6219.00,70.00,-70.00,0,1.29,0.01,-0.01,0,1.19,0.03,-0.03,0,0.100,0.050,-0.050,0,[Fe/H],4.29,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.8340000,1.7500000,-1.7260000,10.9370000,0.0070000,-0.0070000,9.7300000,0.0230000,-0.0230000,10.9545000,0.0004630,-0.0004630,2023-04-10,2023-04,2023-04-10
TOI-444 b,TOI-444,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,17.96360000,0.00004000,-0.00004000,0,0.133000,0.006000,-0.006000,0,2.770,0.200,-0.200,0,0.247,0.018,-0.018,0,,,,,,,,,,,,,,,,,,609,61,-61,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K1/2 V,5225.00,70.00,-70.00,0,0.78,0.05,-0.05,0,0.96,0.13,-0.13,0,0.080,0.080,-0.080,0,[Fe/H],4.64,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973000,0.0828000,-0.0826000,9.8600000,0.0300000,-0.0300000,7.8320000,0.0230000,-0.0230000,9.6063000,0.0003620,-0.0003620,2023-08-22,2023-03,2023-08-22
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.88071980,0.00000280,-0.00000270,0,0.040360,0.000740,-0.000820,0,13.260,0.717,-0.504,0,1.183,0.064,-0.045,0,252.35576,12.39531,-12.71314,0,0.79400,0.03900,-0.04000,0,Mass,0.000000,,,0,633.00,46.00,-38.00,0,1395,25,-22,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5640.00,89.00,-82.00,0,1.06,0.03,-0.02,0,1.06,0.06,-0.06,0,0.250,0.085,-0.085,0,[Fe/H],4.41,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,173.1170000,1.3030000,-1.2850000,11.0360000,0.0080000,-0.0080000,9.4020000,0.0150000,-0.0150000,10.9505000,0.0004930,-0.0004930,2023-02-27,2023-03,2023-02-27
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,1.15890000,0.00001000,-0.00002000,0,0.016400,0.001500,-0.002900,0,2.820,0.650,-0.630,0,0.252,0.058,-0.056,0,,,,,,,,,,,,,,92.50,17.50,-33.30,0,861,64,-103,0,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M3.0,3400.00,100.00,-100.00,0,0.45,0.09,-0.09,0,0.45,0.09,-0.09,0,0.000,,,-1,[Fe/H],4.50,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532000,0.2574000,-0.2558000,15.1800000,0.2000000,-0.2000000,10.6470000,0.0190000,-0.0190000,14.1309000,0.0004990,-0.0004990,2022-06-27,2022-06,2022-06-27
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,1.85870300,0.00002500,-0.00003500,0,0.028300,0.001100,-0.001200,0,1.910,0.120,-0.120,0,0.170,0.011,-0.011,0,,,,,,,,,,0.000000,,,0,,,,,1491,23,-19,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,9.19252200,0.00006000,-0.00010000,0,0.082300,0.003300,-0.003600,0,3.100,0.130,-0.130,0,0.277,0.012,-0.012,0,,,,,,,,,,0.000000,,,0,,,,,875,13,-11,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,16.36498800,0.00004400,-0.00004400,0,0.120800,0.004800,-0.005200,0,4.070,0.150,-0.150,0,0.363,0.013,-0.013,0,,,,,,,,,,0.000000,,,0,,,,,722,11,-9,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,9.95581000,0.00007600,-0.00007800,0,0.099400,0.003000,-0.003200,0,11.859,1.233,-0.695,0,1.058,0.110,-0.062,0,473.56433,41.31769,-41.31769,0,1.49000,0.13000,-0.13000,0,Mass,0.101000,0.034000,-0.033000,0,,,,,,,,,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4896.00,110.00,-110.00,0,3.55,0.18,-0.15,0,1.31,0.07,-0.18,0,0.230,0.060,-0.060,0,[Fe/H],3.48,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.9860000,2.4630000,-2.4090000,9.9730000,0.0060000,-0.0060000,7.5240000,0.0260000,-0.0260000,9.6410000,0.0001990,-0.0001990,2023-11-29,2023-11,2023-11-29
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,225.11781000,0.00025000,-0.00022000,0,0.768000,0.005000,-0.005000,0,12.530,0.150,-0.150,0,1.118,0.014,-0.013,0,732.00000,152.00000,-149.00000,0,2.30000,0.48000,-0.47000,0,Mass,0.760000,0.020000,-0.020000,0,,,,,318,4,-4,0,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,F7 V,6096.00,32.00,-32.00,0,1.15,0.05,-0.05,0,1.19,0.06,-0.06,0,0.080,0.060,-0.060,0,[M/H],4.39,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.6050000,2.5280000,-2.4910000,12.1400000,0.2170000,-0.2170000,10.6190000,0.0230000,-0.0230000,11.9551000,0.0004210,-0.0004210,2023-02-07,2022-08,2023-02-07
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,31.03400000,0.00100000,-0.00100000,0,,,,,10.536,1.009,-1.345,0,0.940,0.090,-0.120,0,168.44906,15.89142,-15.89142,0,0.53000,0.05000,-0.05000,0,Mass,0.510000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,,5190.00,100.00,-100.00,0,2.50,0.10,-0.10,0,1.34,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],3.77,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.8460000,3.6280000,-3.5620000,11.2700000,0.0140000,-0.0140000,9.3290010,0.0200000,-0.0200000,11.0809000,0.0003640,-0.0003640,2023-01-23,2023-02,2023-01-23
